cleaned_text,sentiment,sentiment_score,source
when life gives anak finance accounting tax indonesia coretax banyak stok sabar ajar atur nafas biar panik pas website eror,neutral,0.9881246089935303,twitter
eror mulu heran,negative,0.9991348385810852,tiktok
aktivasi akun coretax urus pajak makin relax cek pandu,neutral,0.9900439977645874,twitter
sama kek web sppi mau register muncul verifikasi email hari,neutral,0.9973089694976807,tiktok
hai kak daftar wajib pajak orang pribadi negeri kartu npwp elektronik kirim email kakak hasil laku daftar website kakak terima email kartu npwp elektronik sila login coretax,neutral,0.9981809854507446,twitter
gokil konoha,positive,0.9654726982116699,tiktok
chatgpt pake usd,neutral,0.9983034133911133,tiktok
tag woy,positive,0.9121955633163452,tiktok
uang pajak buat apa buat apa prok prok prok,negative,0.5488759875297546,tiktok
kabur dlu,negative,0.9977381229400635,tiktok
orang nampilin error coretax response error sistem ditampilin jadi tau pake dotnet mass transit cqrs and repo pattern,negative,0.9756200909614563,tiktok
rencana gesa bikin susah banyak usaha gara coretax mau registrasi website log mulu terus gara mau nagih tahan gara akibat prediksi payment dri customer tunda tim system pusing desimal kacau,negative,0.9991482496261597,twitter
bulan kena whitelist mungkin karna hackernya remote semua,negative,0.9216572046279907,tiktok
markup liat,negative,0.9730895757675171,tiktok
tag presiden sich,negative,0.9972192049026489,tiktok
siap rilis website coretax bagaimana,neutral,0.8956133127212524,twitter
proyek perintah dana limpah hasil sampah medah putih one for all new entry coretax,neutral,0.9053533673286438,twitter
sri mulyani dapet cuan banyak,neutral,0.9734458327293396,tiktok
mau nanges,negative,0.8570502400398254,tiktok
sabrina tahu kalau tombol enter guna login coretax,neutral,0.9900103211402893,twitter
bikin aplikasi gampang lapor pajak jelas jelas detail tanya semua masyarakat apa lapor pajak gampang banyak vidio cara pakai aplikasi jangan cuma cela cela,negative,0.6984380483627319,tiktok
tangkap layar tunjuk tulis server coretax layar login sistem windows komputer salah satu akun user guna nama server coretax,neutral,0.9964708089828491,twitter
ijin reshare,neutral,0.9142249226570129,tiktok
kanwil djp suluttenggomalut luncur taxpayers charter siap coretax forum konsultasi publik,neutral,0.9982538819313049,twitter
inti mitigasi resiko tadi buang gitu sama siapa entah dapet info sama yakin sama coretax aman deployment sla harus tqpi jadi ghoib memang website setan ghosting,negative,0.9980535507202148,twitter
kalau ngaku masuk penjara bos,negative,0.9987156391143799,tiktok
another day coretax error buat mood hancurrr tlonk beri ice cream,positive,0.6796071529388428,twitter
umum atas jasa rupa objek pph potong beri hasil rupa potong pph besar jumlah bruto sesuai pasal pph stdtd hpp bukti potong pph pasal buat lalu coretax menu ebupot bppu buat bupot tks ukti,neutral,0.995257556438446,twitter
indikasi backend roadmap hargain bar coding lol,neutral,0.9986658096313477,tiktok
gas selidik,negative,0.9952657222747803,tiktok
hai kak maksud nik pegawai sebut deteksi buat bukti potong lalu coretax apabila nik pegawai sebut baca sistem sebut pegawai laku aktivasi akun wajib pajak lalu coretax kak,neutral,0.9242137670516968,twitter
menu aktivasi akun wajib pajak untuk apabila kakak daftar npwp pernah aktivasi akun djp online kakak ecek video tutorial aktivasi akun coretax laman ikut,neutral,0.998945415019989,twitter
muncul prepopulated kakak meng input manual data pib coretax pilih menu create input invoice tks,neutral,0.9983664155006409,twitter
mau nyoba pentest takut tangkep wowkwkkwkw,negative,0.9985659718513489,tiktok
perlu baik hahahaah,negative,0.9474999904632568,tiktok
janganbayarpajak,neutral,0.9074583649635315,tiktok
arti rakyat konoha kalau kerja pake azas asal bapak senang betul kata pak pur revolusi mental wujud,negative,0.9976396560668945,tiktok
mau bikin npwp susah banget,negative,0.9979429841041565,tiktok
moga cepat lancar,positive,0.990398645401001,tiktok
bingung cara aktivasi akun coretax sempat datang kpp jangan khawatir catat tanggal waktu balikpapan superblock november wita masuk bebas biaya registrasi info lengkap,neutral,0.9520290493965149,twitter
drpd tepu mending servernya pak benerin biar kalau traffic lot,negative,0.9832322001457214,tiktok
bantu jawab website coretax klik plihan daftar sini,neutral,0.9986470341682434,twitter
coretax website jelas anjirrrrr,negative,0.9994361996650696,twitter
berani bahas,negative,0.9496321678161621,tiktok
deepseek mah lewat,negative,0.6888831257820129,tiktok
minimal kan whitelist,neutral,0.9784016013145447,tiktok
hai kak kode pulih masuk email daftar coretax kakak cek folder inbox spam kakak laku reset autentikasi faktor masuk email upa kode pulih laku menit,neutral,0.9960647225379944,twitter
jadi aset pribadi jabat bang,negative,0.49374064803123474,tiktok
gabung family tax unit pasti akun coretax aktif cinta koneksi sejati mulai langkah kecil aktivasi cinta ngingetin rangga buat aktifin coretax masa kawanpajak segera aman akses,positive,0.8631628751754761,twitter
kelas website anak semester,neutral,0.8215320706367493,tiktok
projek triliun kayak projek mahasiswa tingkat akhir,negative,0.9780392050743103,tiktok
pas mau buat npwp bagi lokasi susah banget kak mau ngepasin titik lokasi gabisa hufft,negative,0.9946460723876953,tiktok
kmaren ditawarin buat aplikasi lebih bagus team indonesia,negative,0.9957849383354187,tiktok
kaa link website coretax mana soal gabisa login terus,negative,0.8715371489524841,twitter
email gagal terus pas aktivasi padahal email sama daftar djp tahun lalu,negative,0.9765989780426025,tiktok
tuju gua stengah mati kerja urus pajak anjimmm,negative,0.9974554181098938,tiktok
keren sat set lgsg jadi,neutral,0.8697500824928284,tiktok
tepuk juta lapang kerja,negative,0.8403213024139404,tiktok
susah login coretax,negative,0.9590290784835815,tiktok
besok pak pur klarifikasi beliau pernah liat hostname pake server,negative,0.8768245577812195,tiktok
tebak ujung emot apa loveyou,neutral,0.0,tiktok
jagung,negative,0.6039382219314575,tiktok
buk kpp bagaimana cara nik daftar egk tau email nope daftar dlu apa klu jawab dtng kpp arti sangat ribet urus pajak egk sdkit masalah tlg kasih solusi mudah buk kpp biar bilang pajak mudah maksih,negative,0.9410219788551331,tiktok
selamat siang kring pajak mau tanya kait potong pph lawan transaksi non pkp potong tagih terbit pph bagaimana pkp coretax,neutral,0.9822320938110352,twitter
dikibulin,negative,0.9984423518180847,tiktok
masuk pribadi baru project kaya,negative,0.6719446182250977,tiktok
mantan dev pernah garap projek perintah uda paham masalah apa,neutral,0.98311847448349,tiktok
pak sebenernya orang keburu males liat coretax,neutral,0.633948028087616,twitter
dana segitu buat aplikasi deepseek chatgpt,neutral,0.8542038202285767,tiktok
disclaimer badan umkm pilih tarif pasal coretax guna isi aplikasi coretax djp ubah tentu tarif laku sesuai atur,neutral,0.996098518371582,twitter
laku ikut akses coretax kak clear cache cookies browser guna guna private browser incognito window guna browser koneksi perangkat beda,neutral,0.980505645275116,twitter
sengaja bair jsa calo,negative,0.995518147945404,tiktok
mula mau bikin npwp rasa emosi terus,negative,0.9980180263519287,tiktok
pake telkomnet instan bang,negative,0.8452858328819275,tiktok
kalau harga kuantitas pakai angka belakang koma bagaimana,negative,0.9240344166755676,tiktok
besok langsung dpt surat kpp buat periksa pajak,neutral,0.4889885187149048,tiktok
coretax mudah atur status pajak keluarga,neutral,0.9974942207336426,twitter
kata dana apbn cair selesai coret,negative,0.7188754081726074,tiktok
buat rapat mars buat makan lama rapat buat apk,neutral,0.9929565191268921,tiktok
anjirrrrr geleng geleng kepala,negative,0.9982579350471497,tiktok
kpp pratama subulussalam ada sosialisasi wajib paja atas dana desa sekaligus bimbing teknis aplikasi coretax untuk instansi perintah desa badan usaha milik desa bumdes kec rundeng kota subulussalam kamis september,neutral,0.9978121519088745,twitter
mulai lapor bayar update data laku coretax aktivasi akun coretax registrasi djp sekarang biar urus pajak makin tenang,neutral,0.9920743703842163,twitter
coretax website paling ccd bayangin kembang dana triliun hasil kayak website buat anak magang plis lah website alpha kerja banyak tunda gara gara tai,negative,0.9952884912490845,twitter
ciretax tebekeeeek,positive,0.998539924621582,tiktok
bootstrap masalah user peduli techstack penting jalan seamless btw harus berapa bang nilai projectnya,positive,0.8810820579528809,tiktok
kasus coretax bukti kpk serius lawan korupsi semua punya peran dukung komitmenkpk,positive,0.4331212639808655,twitter
sistem abs kira hilang,neutral,0.7895156145095825,tiktok
hai kak proses aktivasi akun wajib pajak coretax surat elektronik email nomor telepon nomor sesuai tahu sila laku ubah data email nomor telepon,neutral,0.9949691891670227,twitter
coretax maklum cmn puter doang website djponline lot giat usaha hambat semua hambat website lot djp tanggap gaada tanggung jawab nothing silence nada,negative,0.9989838004112244,twitter
akal akal aplikasi pajak belum bagus buat apa coretax malah bikin ribet buat wajib pajak ayo aparat tegak hukum segera gerak selidik ada aplikasi besar dana,negative,0.9992788434028625,twitter
kritik soal bug rilis akhir tahun ikut coretax start januari tahun,negative,0.954587996006012,twitter
coba pagi kok pas habis sahur hari sabtu minggu libur kalau lembur sila,negative,0.9818646907806396,tiktok
mampir gara coretax,negative,0.9960393905639648,tiktok
indonesia nttahlahh memanng bingung,negative,0.9886536002159119,tiktok
halo min kalau mau registrasi lapor coba website down kalau pakai coretax kata ktp duplikat padahal blum pernah daftar belum,neutral,0.6601513624191284,twitter
voters mana paham hasil kan tahap bebas pajak hasil,negative,0.9941924214363098,tiktok
lalu giat kepala kpp pratama bengkulu harap seluruh lapis masyarakat laku aktivasi akun coretax kode otorisasi langkah awal lapor tahun,neutral,0.9988196492195129,twitter
sadar kalean hidup indo,neutral,0.9976097345352173,tiktok
gede masuk kantong,positive,0.677338182926178,tiktok
min klau mau minta salin stp tahun coretax minta lalu mana,neutral,0.9969757795333862,twitter
kerja bagi pajak pernah akses coretax dongg isi kuisioner tugas akhir ttg coretax cuma menit ajaa cuma kurang responden ajaa nii terima kasihh,neutral,0.8791584968566895,twitter
china dpt website pajak bang,neutral,0.9861419796943665,tiktok
tingkat paham patuh wajib paja laksana giat sosialisasi kuat paja instansi perintah bas coretax tempat aula kantor imigrasi kelas khusus non tpi tangerang,neutral,0.9983757734298706,twitter
tuju bang kalau sistem siap mending jangan release dulu,negative,0.6457706093788147,tiktok
mobile jkn guna bang wkwk,negative,0.9989883303642273,tiktok
min hari gagal bikin npwp website coretax kendala detail alamat gagal verifikasi padahal sesuai ktp lalu ulang malah lama sms verifikasi padahal nomor sama,negative,0.9783235788345337,twitter
kena mental health semenjak coretax,neutral,0.8606625199317932,tiktok
bang luh canda kan indonesia banding sama amerika amerika korupsi triliun ajh penjara tahun indo tahun luh canda kan usah banding orang amerika bang,negative,0.9991593360900879,tiktok
apa anj kek ditilep tuh,negative,0.9635084271430969,tiktok
kan masyarakat jadi tester bang,negative,0.9902368187904358,tiktok
hopeless perintah sekarang,negative,0.9993104934692383,tiktok
kli stuju,negative,0.9985116124153137,tiktok
crushnya swan nyata,negative,0.43594491481781006,tiktok
apa fungsi perintah tri segemoy fixed indonesia bubar mahhh kelola dana bikin coretax kacaubalau mau kelola danantara jumlah ratus entah kelamin laki,negative,0.9982841610908508,twitter
kendala bagi otp email otp sms verifikasi alamat tanda alamat geometris coretax langsung nomor bio yaa biar fast respon npwp coretax nib zonauang,neutral,0.9974527955055237,twitter
marak scam kedok coretax komdigi imbau waspada edar situs palsu catut layan coretax,negative,0.8758803009986877,twitter
hai kak pandu aktivasi akun coretax sila ikut langkah ikut buka taut sila centang kolom wajib pajak daftar,neutral,0.9984183311462402,twitter
mau lapor mau lapor malah downtime,negative,0.9987010955810547,tiktok
biaya baik butuh tambah koh,neutral,0.9795795679092407,tiktok
dasar pasal ayat pmk tahun sampai mohon betul kurang hapus batal aju berat laksana elektronik lalu portal wajib pajak mohon laku lalu coretax pilih menu,neutral,0.9987261891365051,twitter
hai kak sila aju mohon kswp lalu coretax kak mohon kswp lalu coretax tampil ceklis butuh oleh kswp kak pandu aju kswp lalu coretax lihat laman tks toro,neutral,0.9970667958259583,twitter
alas anynoumus programer lai urus perintah know your mind dude,negative,0.9920966625213623,tiktok
capek ganggu terus,negative,0.9982340335845947,tiktok
chaos,negative,0.916515588760376,tiktok
coretax gembor canggih sekarang input susah parah,negative,0.9991821646690369,tiktok
min input bpnr coretax kok sampe jenis pajak doang tari excelnya sampe jenis pajak doang nominal dpp pph,negative,0.9959079027175903,twitter
hopeless banget rezim inj,negative,0.9995180368423462,tiktok
aneh kelas pemprov pemda anggar bikin aplikasi ratus juta dapetnya aplikasi kelas harga jtan doang penting barang dipake buat mark anggar,negative,0.963425874710083,tiktok
buat beli pakai tas apa,neutral,0.8282178640365601,tiktok
banyak mark upnya,positive,0.9060640931129456,tiktok
ubuntu xampp php ajar smk bang bener banget,negative,0.9505994915962219,tiktok
dunia digital langsjng bagus tahapann sempurna mangkanya nama pelihara sistem baharu tuju kasih nyaman mudah buat guna,positive,0.9475221633911133,tiktok
kalau lama cepat,negative,0.8698174953460693,tiktok
nonton vidio nunggu loadingnya coretax kaya jangan kata kasar,negative,0.9959957599639893,tiktok
riallllllll mending gelap pajak,negative,0.9991082549095154,tiktok
nyampe vendor,negative,0.7313801050186157,tiktok
coretax msi kaya tai,positive,0.8267794251441956,twitter
sarkas bang,negative,0.9977072477340698,tiktok
biyuhhh,negative,0.9919660091400146,tiktok
hahahahhaa,negative,0.9830735921859741,tiktok
hai kak silah pasti format template xml kakak unduh file update akhir kemudian pasti bawah cek excel xml kemudian pasti nilai dpp dpp nilai ppn desimal,neutral,0.9814555048942566,twitter
kalau lihat postingan medsos nge klaim kalau server coretax djp aman akses pihak luar pasti sebut benar alias hoaks,negative,0.9951417446136475,twitter
kan pegang desember,neutral,0.9772809147834778,tiktok
tuju bang kalau sistem siap mending jangan release dulu,negative,0.6457706093788147,tiktok
hai kawan pajak wajib pajak badan pasti pilih tarif pajak sesuai isi tahun pph badan aplikasi coretax djp,neutral,0.9987344145774841,twitter
kali log hampir kelar web ngadat macet,negative,0.9984188079833984,tiktok
hari faktur pajak error faktur pajak approved tiba ubah jadi saved invalid allahu akbar,negative,0.9893128275871277,tiktok
november ber apa ama ramai aktivasi akun coretax yuk kawanpajak informasi lengkap kawanpajak cek aktivasi akun coretax urus pajak makin santai,neutral,0.8962217569351196,twitter
harua shif berapa login wkwkkwwk,neutral,0.9547732472419739,tiktok
pokok kasus coretax bikin publik makin percaya komitmenkpk bakal terus kawal transparansi integritas negeri,positive,0.932181179523468,twitter
terima jasa buat npwp pribadi wna wni npwp badan npwp suami amp istri nib pma pmdn firma yayasan kppa kpa bujka orang pkkpr kkpr cetak ulang npwp aktivasi ulang npwp coretax akun coretax oss npwp zonauang,neutral,0.9971305727958679,twitter
hai kawan pajak wajib pajak badan pasti pilih tarif pajak sesuai isi tahun pph badan aplikasi coretax djp pilih tarif tepat bantu pasti lapor jalan akurat sesuai tentu,neutral,0.9933043122291565,twitter
coretax cek kpk,negative,0.993622362613678,tiktok
kalau lihat postingan medsos nge klaim kalau server coretax djp aman akses pihak luar pasti sebut benar alias hoaks,negative,0.9859409928321838,twitter
sila kakak aju mohon sebut akun coretax pic pihak kait beri role acces lalu impersonate akun badan kak tks ahya,neutral,0.9911156892776489,twitter
oke gas oke gas omon omon gas,neutral,0.9742489457130432,tiktok
web mustahil,negative,0.9952468276023865,tiktok
coretax kait buat faktur pajak umum acu tentu pasal pmk tahun tks dana,neutral,0.9982518553733826,twitter
coretax dapat entitas beri wewenang pegawai urus wakil masuk kategori pihak tunjuk konsultan pajak masuk kategori kuasa tunjuk ubah hapus pihak wakil kuasa,neutral,0.9922422170639038,twitter
sore minn kalau begini coba kali upload ebupot bulan pph karyawan failed terus terang apa salah pakai format excel biasa pakai tiap bulan coretax sedang error mohon bantu,negative,0.9910355806350708,twitter
persis case customerku hari masukin nik digit shopee affiliate nyata gabisa padan jadi kayak cuma tampil doang kalau djponline tau memang padan cek coretax,negative,0.9647711515426636,twitter
yups betul tau sekarang login coretax pake efin,positive,0.713512122631073,twitter
negara bakar apbn terlalu banyak aplikasi sampah nama coretax hari bikin faktur pajak kagak sama sekali mau bunuh ekonomi apa kaya website desain bocah sma baru bikin web design,negative,0.9983922839164734,twitter
chatgpt deepseek coretax,neutral,0.6131981015205383,tiktok
bjir coretax aneh banget masa unifikasi lgsg lapor billing muncul kocakkkk,negative,0.9992382526397705,twitter
asli kan cuma doang,negative,0.9636038541793823,tiktok
sri mulyani apa ngeh dirut pajak ngapain,neutral,0.9848061203956604,tiktok
jenderal pajak,neutral,0.9987479448318481,tiktok
bayar susah minta duit wkwkwkwk,negative,0.9986888766288757,tiktok
bikin chatgpt biji,neutral,0.866485595703125,tiktok
buat makan kerja biaya admin sogok pihak wenang dinner,negative,0.9436615705490112,tiktok
hasil reset password sila kakak coba login pandu lupa kata sandi coretax dapat taut ikut tks gono,neutral,0.9959132075309753,twitter
benerin tuh coretax pak,positive,0.9749600291252136,tiktok
standart stage,negative,0.9967946410179138,tiktok
pikir pegawai pajak gimna cara ambil korupsi dulu,negative,0.9950814247131348,tiktok
medicure istri ferari anak cwok tur jepang anak cwek lunasin utang sodara bayar orang random buat web,neutral,0.9821286201477051,tiktok
berita audit coretax,neutral,0.6781389117240906,tiktok
hai kak maksud atas lebih bayar masa ppn coretax kembali atas lebih bayar aju cara centang bagi pilih restitusi kakak perlu isi formulir restitusi lain tks ltom,neutral,0.9338771104812622,twitter
bikin coretax bukan kalau iya brti buat cair dana waktu,neutral,0.9103990197181702,twitter
app perintah sampah semua wkwk,negative,0.9994449019432068,tiktok
coretax,positive,0.9981574416160583,tiktok
akses coretax sila kakak coba beberapa langkah ikut clear cache amp cookies browser guna browser perangkat beda guna incognito window private window coba kala,neutral,0.9972720742225647,twitter
lupaaa kalau bentar lapor tahun ngerti cara bjirr coretax bapuk susah bet kocak benerin dulu webnya,negative,0.999281108379364,twitter
vendor coretax,negative,0.5362986922264099,tiktok
hai kawan pajak kawan pajak bingung cara aktivasi akun coretax tenang sekarang kpp pratama tara buka layan khusus aktivasi coretax daring nomor resmi kpp pratama tara tatap muka loket helpdesk tpt kpp pratama tara,neutral,0.9989321827888489,twitter
bang nunggu muternya umroh dulu,neutral,0.8608623743057251,tiktok
bagi sosialisasi coretax coretax,neutral,0.9918741583824158,twitter
klik simpan,neutral,0.9959577918052673,tiktok
sila kakak dpt laku hapus atas konsep unifikasi tsb lebih kemudian logout coretax clear cache amp cookies browser guna private browser kemudian login coretax buat ulang konsep unfikasi maksud tks eyto,neutral,0.990088939666748,twitter
salah sendiri bikin coretax tri tolol uda tau anak buah goblog bikin website error mulu akses sekarang pajak kurang panik balik dapur masak buat suami cape kerja hasil malah beranta,negative,0.9994553923606873,twitter
semua lihat kpk kerja jujur coretax sinyal positif buat masa depan indonesia komitmenkpk,positive,0.8529813289642334,twitter
gagal detail email mulu,negative,0.9991306662559509,tiktok
kak akses coretax,neutral,0.9909734129905701,twitter
hai kak maksud kolom dpp nilai coretax iya sesuai pmk tahun isi kolom dpp nilai hitung besar nilai impor harga jual ganti,neutral,0.9320634007453918,twitter
hai kak taxmin perlu konfirmasi kakak sedang coba ubah password kait website aplikasi apa sila sampai lengkap kronologi tangkap layaranya kak apabila maksud coretax sila aju ubah data sesuai utas atas tks wiko,neutral,0.9932895302772522,twitter
hari faktur pajak error faktur pajak approved tiba ubah jadi saved invalid allahu akbar,negative,0.9893128275871277,tiktok
hai kak mohon maaf atas ketidaknyamanannya kendala apabila alami kendala mohon coba laku ikut akses website coretax,neutral,0.9836845397949219,twitter
kalau gimna apk tokopedia shoppee blibli olx apa,neutral,0.992521345615387,tiktok
breaking news belakang banyak edar benda misterius alias situs situs palsu mengatasnamakan coretax djp jangan kawanpajak jadi korban ingat situs resmi coretax djp cuma satu,negative,0.9931963682174683,twitter
proyek coretax triliun duga masalah kpk desak periksa sri mulyani suryo utomo kait simpang dana digitalisasi pajak informasi lengkap gabung grup tele fyp beritaviral fypdong news beritaterkini hotnews trending coretax,neutral,0.986226499080658,twitter
progress bang lebih parah kali,positive,0.5029385685920715,tiktok
sila pasti kakak menginputkan passphrase sesuai buat daftar kode otorisasi djp passphrase diinput benar alami kendala sebut sila laku langkah ikut akses laman coretax,neutral,0.9965770840644836,twitter
hari cerah ttapi sistem sgt dukung ohmy ohmy imigrasi goodbye banget tiba ubah harga gaada info sosialisasi bulan least weeks gtuh naik gila an pnbp paham website djp kaga kelar konfigurasi mele coretax gengges,negative,0.9988756775856018,twitter
