cleaned_text,sentiment,sentiment_score,source,text,date,rating
website coretax perlu registrasi akun min soal pakai akun buat website djp belum,neutral,0.8917936682701111,twitter,website coretax perlu registrasi akun min soal pakai akun buat website djp belum,,
langsung uninstall lagi aplikasi gak berguna,,,play_store,Langsung uninstall lagi aplikasi gak berguna,2025-01-27 16:02:07,1.0
"ribet bang, harus ngajuin tender b2g 😂",,,youtube,"Ribet bang, harus ngajuin tender B2G 😂",2025-11-04,
sangat membantu banget untuk membuat efin dengan mudah,,,play_store,sangat membantu banget untuk membuAt efin dengan mudah,2025-03-18 12:05:12,5.0
seru banget kelas nyinggung soal website coretax wkwkwk,negative,0.9968202114105223,twitter,seru banget kelas nyinggung soal website coretax wkwkwk,,
kendala bagi status hub kartu kalau isi kepala keluarga kalau istri salah kan isteri,neutral,0.8156861662864685,tiktok,kendala bagi status hub kartu kalau isi kepala keluarga kalau istri salah kan isteri,,
"chat ke admin lama pake banget masalah bayar pajak tepat waktu diburu buru kalau ngga denda 100.000, tapi masalah pelayanan masyarakat di korupsi",,,play_store,"Chat ke admin lama PAKE BANGET Masalah bayar pajak tepat waktu diburu buru kalau ngga denda 100.000, tapi masalah pelayanan masyarakat DI KORUPSI",2025-03-18 07:53:19,1.0
awowkwowkwok ngeluarin dana banyak malah pakai tuh coretax,negative,0.9991980195045472,twitter,awowkwowkwok ngeluarin dana banyak malah pakai tuh coretax,,
masalah lama web indo kuat load besar server buat apa tuh,negative,0.9989443421363832,tiktok,masalah lama web indo kuat load besar server buat apa tuh,,
"error, error, error, error, error, error capek bet",,,play_store,"Error, error, error, error, error, error Capek bet",2025-01-18 13:26:07,1.0
kata lucu,neutral,0.7369155287742615,tiktok,kata lucu,,
